Case #,Account,General Issue,Specific Complaint,Open Date,Close Date,Zip,Borough,City,Council Dist.,Comm. Bd.
505068,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10458,Bronx,Bronx,NYCC15,6
505070,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10457,Bronx,Bronx,NYCC15,5
505079,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10471,Bronx,Bronx,NYCC11,8
505081,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10457,,bronx,,
505083,NYCC15,Finance,Tax Preparation Assi,3/17/2015,6/3/2015,10467,Bronx,Bronx,NYCC11,7
505084,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10467,Bronx,Bronx,NYCC11,7
505085,NYCC15,Finance,Tax Preparation Assi,3/17/2015,3/17/2015,10454,Manhattan,Bronx,NYCC08,1
505065,NYCC15,General Welfare,Public Assistance,3/17/2015,3/17/2015,10458,Bronx,Bronx,NYCC15,6
505064,NYCC15,Housing and Buildings,Boiler,3/17/2015,3/17/2015,10467,Bronx,Bronx,NYCC15,11
505077,NYCC15,Housing and Buildings,NYCHA Transfers,3/17/2015,5/21/2015,10458,Bronx,Bronx,NYCC15,5
505073,NYCC15,Housing and Buildings,Rent Reductions,3/17/2015,3/17/2015,10457,Bronx,Bronx,NYCC15,5
505069,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/17/2015,3/17/2015,10460,Bronx,Bronx,NYCC15,6
505071,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/17/2015,4/21/2015,10457,Bronx,Bronx,NYCC15,6
505078,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/17/2015,3/30/2015,10467,Bronx,Bronx,NYCC15,11
505086,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/17/2015,7/6/2015,10454,Manhattan,Bronx,NYCC08,1
505076,NYCC15,Housing and Buildings,Tenant Harassment,3/17/2015,3/24/2015,10458,Bronx,Bronx,NYCC15,6
505063,NYCC15,Immigration,U.S. Citizenship,3/17/2015,3/17/2015,10467,Bronx,Bronx,NYCC11,7
505082,NYCC15,Other,,3/17/2015,,10469,Bronx,Bronx,NYCC13,11
505080,NYCC15,Public Safety,Domestic Violence,3/17/2015,6/12/2015,10459,Bronx,Bronx,NYCC17,2
505066,NYCC15,Youth Services,,3/17/2015,,10014,Manhattan,New York,NYCC03,2
505072,NYCC15,,,3/17/2015,,10462,Bronx,Bronx,NYCC13,11
505087,NYCC15,Finance,Tax Preparation Assi,3/18/2015,3/18/2015,10458,Bronx,Bronx,NYCC15,7
505088,NYCC15,Finance,Tax Preparation Assi,3/18/2015,3/18/2015,10458,Bronx,Bronx,NYCC15,6
505089,NYCC15,Finance,Tax Preparation Assi,3/18/2015,3/18/2015,10467,Bronx,Bronx,NYCC11,7
505092,NYCC15,Education,,3/19/2015,,10468,Bronx,Bronx,NYCC14,8
505099,NYCC15,Finance,Tax Preparation Assi,3/19/2015,3/19/2015,10458,Bronx,Bronx,NYCC15,6
505095,NYCC15,Housing and Buildings,Maintenance,3/19/2015,7/2/2015,10467,Bronx,Bronx,NYCC15,11
505097,NYCC15,Housing and Buildings,Rent Overcharges,3/19/2015,1/4/2016,10457,Bronx,Bronx,NYCC15,6
505091,NYCC15,Housing and Buildings,Rental Arrears,3/19/2015,7/6/2015,10458,Bronx,Bronx,NYCC15,6
505096,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/19/2015,3/24/2015,10467,Bronx,Bronx,NYCC15,11
505098,NYCC15,Immigration,U.S. Citizenship,3/19/2015,3/19/2015,10458,Bronx,Bronx,NYCC15,6
505100,NYCC15,Immigration,U.S. Citizenship,3/19/2015,3/19/2015,10468,Bronx,Bronx,NYCC14,7
505090,NYCC15,Parks,Private Use of Public Space,3/19/2015,4/19/2015,10467,Bronx,Bronx,NYCC15,11
505093,NYCC15,Public Safety,,3/19/2015,,10467,Bronx,Bronx,NYCC15,11
505094,NYCC15,Sanitation,Curb Your Dog Violation,3/19/2015,3/19/2015,10467,Bronx,Bronx,NYCC15,11
505105,NYCC15,Finance,Tax Preparation Assi,3/20/2015,3/20/2015,10468,Bronx,Bronx,NYCC14,7
505106,NYCC15,Finance,Tax Preparation Assi,3/20/2015,3/20/2015,10457,Bronx,Bronx,NYCC15,6
505112,NYCC15,Finance,Tax Preparation Assi,3/20/2015,3/20/2015,8054,,Mount Laurel,NYCC,
505113,NYCC15,Finance,Tax Preparation Assi,3/20/2015,3/20/2015,10462,Bronx,Bronx,NYCC13,11
505114,NYCC15,Finance,Tax Preparation Assi,3/20/2015,3/20/2015,10458,Bronx,Bronx,NYCC15,5
505115,NYCC15,Housing and Buildings,Section 8,3/20/2015,3/20/2015,,,,,
505101,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/20/2015,3/20/2015,10472,Bronx,Bronx,NYCC17,9
505102,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/20/2015,3/20/2015,10468,Bronx,Bronx,NYCC14,7
505116,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/20/2015,3/20/2015,10458,Bronx,Bronx,NYCC15,5
505117,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/20/2015,3/20/2015,,,,,
505118,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/20/2015,3/20/2015,10458,Bronx,Bronx,NYCC15,7
505103,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10856,,bx,,
505107,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10468,Bronx,Bronx,NYCC14,7
505108,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10469,,bx,,
505109,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10867,,,,
505110,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10467,,bronx,,
505111,NYCC15,Immigration,U.S. Citizenship,3/20/2015,3/20/2015,10458,Bronx,Bronx,NYCC15,7
505119,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),3/20/2015,3/20/2015,,,bronx,,
505121,NYCC15,Other,,3/20/2015,,40475,,Richmond,,
505120,NYCC15,Sanitation,Lot Cleaning,3/20/2015,4/19/2015,10467,Bronx,Bronx,NYCC15,11
505122,NYCC15,Transportation,Stop Sign,3/20/2015,4/6/2015,10467,Bronx,Bronx,NYCC15,11
505125,NYCC15,Consumer Complaints,,3/21/2015,,10462,Bronx,Bronx,NYCC15,11
505124,NYCC15,Finance,Tax Preparation Assi,3/21/2015,3/21/2015,10458,Bronx,Bronx,NYCC15,6
505123,NYCC15,Housing and Buildings,Lease Issue,3/21/2015,3/21/2015,10462,Bronx,Bronx,NYCC13,11
505126,NYCC15,Public Safety,,3/22/2015,,10458,Bronx,Bronx,NYCC15,5
505130,NYCC15,Consumer Affairs,Retail Store,3/23/2015,6/9/2015,10457,Bronx,Bronx,NYCC15,6
505128,NYCC15,Finance,Tax Preparation Assi,3/23/2015,3/23/2015,,,,,
505129,NYCC15,Finance,Tax Preparation Assi,3/23/2015,3/23/2015,10462,Bronx,Bronx,NYCC13,11
505132,NYCC15,Housing and Buildings,Rental Arrears,3/23/2015,6/2/2015,10458,Bronx,Bronx,NYCC15,5
505127,NYCC15,Housing and Buildings,,3/23/2015,,10453,Bronx,Bronx,NYCC16,5
505131,NYCC15,Other,,3/23/2015,,10025,Manhattan,New York,NYCC06,7
505133,NYCC15,Finance,Tax Preparation Assi,3/24/2015,3/24/2015,10457,Bronx,Bronx,NYCC15,6
505134,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/24/2015,3/24/2015,,,,,
505166,NYCC15,Economy/Jobs,Unemployment Insuran,3/25/2015,6/2/2015,10457,Bronx,Bronx,NYCC15,5
505171,NYCC15,Education,Tutoring Services,3/25/2015,8/10/2015,10458,,,,
505136,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/30/2015,10452,Bronx,Bronx,NYCC14,4
505137,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/30/2015,,,Bronx,NYCC,
505140,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/30/2015,10465,Bronx,Bronx,NYCC13,10
505142,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/26/2015,10460,Bronx,Bronx,NYCC17,6
505143,NYCC15,Finance,Tax Preparation Assi,3/25/2015,6/7/2015,10452,Bronx,Bronx,NYCC16,4
505144,NYCC15,Finance,Tax Preparation Assi,3/25/2015,6/7/2015,,,,NYCC,
505145,NYCC15,Finance,Tax Preparation Assi,3/25/2015,6/7/2015,10454,Manhattan,Bronx,NYCC08,1
505148,NYCC15,Finance,Tax Preparation Assi,3/25/2015,4/4/2015,,,,NYCC,
505149,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/26/2015,10460,Bronx,Bronx,NYCC17,3
505151,NYCC15,Finance,Tax Preparation Assi,3/25/2015,4/4/2015,11422,,Rosedale,NYCC,
505153,NYCC15,Finance,Tax Preparation Assi,3/25/2015,4/4/2015,,,,NYCC,
505155,NYCC15,Finance,Tax Preparation Assi,3/25/2015,4/4/2015,10457,Bronx,Bronx,NYCC17,6
505156,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/25/2015,10467,Bronx,Bronx,NYCC11,7
505159,NYCC15,Finance,Tax Preparation Assi,3/25/2015,4/4/2015,10460,Bronx,Bronx,NYCC17,6
505160,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/26/2015,,,,,
505161,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/25/2015,,,,,
505162,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/30/2015,10801,,New Rochelle,NYCC,
505170,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/25/2015,10458,,Bronx,,
505172,NYCC15,Finance,Tax Preparation Assi,3/25/2015,3/25/2015,10456,Bronx,Bronx,NYCC16,3
505173,NYCC15,General Welfare,Food Stamps,3/25/2015,1/13/2016,10467,Bronx,Bronx,NYCC15,11
505174,NYCC15,Health,Birth Certificates,3/25/2015,1/13/2016,10467,Bronx,Bronx,NYCC15,11
505146,NYCC15,Housing and Buildings,Heat/Hot Water,3/25/2015,1/12/2016,10456,Bronx,Bronx,NYCC16,3
505138,NYCC15,Housing and Buildings,Housing,3/25/2015,1/12/2016,10460,Bronx,Bronx,NYCC17,6
505135,NYCC15,Housing and Buildings,NYCHA Building Maintenance,3/25/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505163,NYCC15,Housing and Buildings,NYCHA New Application,3/25/2015,4/4/2015,10467,Bronx,Bronx,NYCC11,7
505165,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/25/2015,1/13/2016,10458,Bronx,Bronx,NYCC15,7
505157,NYCC15,Housing and Buildings,Tenant Harassment,3/25/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505164,NYCC15,Immigration,U.S. Citizenship,3/25/2015,3/26/2015,10467,,,,
505168,NYCC15,Immigration,U.S. Citizenship,3/25/2015,1/13/2016,10458,Bronx,Bronx,NYCC15,7
505169,NYCC15,Immigration,U.S. Citizenship,3/25/2015,6/3/2015,10458,Bronx,Bronx,NYCC15,7
505152,NYCC15,Immigration,,3/25/2015,3/25/2015,10467,Bronx,Bronx,NYCC15,12
505141,NYCC15,Legal Services,,3/25/2015,3/26/2015,10457,Bronx,Bronx,NYCC15,5
505175,NYCC15,Other,,3/26/2015,,10031,Manhattan,New York,NYCC07,9
505176,NYCC15,Quality of Life,,3/26/2015,4/14/2015,10467,Bronx,Bronx,NYCC15,11
505177,NYCC15,Transportation,Sidewalks,3/26/2015,3/27/2015,10467,Bronx,Bronx,NYCC15,11
505178,NYCC15,Finance,Tax Preparation Assi,3/27/2015,3/27/2015,10460,Bronx,Bronx,NYCC17,6
505180,NYCC15,Finance,Tax Preparation Assi,3/27/2015,3/27/2015,10460,Bronx,Bronx,NYCC15,6
505189,NYCC15,Consumer Affairs,Sidewalk Cafe,3/28/2015,3/28/2015,,,,,
505181,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505182,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505183,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,10458,Bronx,Bronx,NYCC15,7
505184,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505185,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505186,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505187,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505188,NYCC15,Finance,Tax Preparation Assi,3/28/2015,3/28/2015,,,,,
505190,NYCC15,General Welfare,PATH,3/28/2015,3/28/2015,,,,,
505191,NYCC15,Civil Service and Labor,Employee Benefits and Retirement,3/30/2015,3/31/2015,10460,Bronx,Bronx,NYCC15,11
505196,NYCC15,Education,Complaints about DOE Personnel,3/30/2015,7/13/2015,10458,Bronx,Bronx,NYCC15,6
505194,NYCC15,Finance,Tax Preparation Assi,3/30/2015,3/30/2015,10453,Bronx,Bronx,NYCC14,5
505193,NYCC15,General Welfare,PATH,3/30/2015,3/30/2015,,,,,
505198,NYCC15,Housing and Buildings,Housing Discrimination,3/30/2015,3/30/2015,10463,,bronx,,
505192,NYCC15,Housing and Buildings,NYCHA Misc.,3/30/2015,6/30/2015,10467,Bronx,Bronx,NYCC15,11
505197,NYCC15,Immigration,U.S. Citizenship,3/30/2015,3/30/2015,10456,Bronx,Bronx,NYCC16,4
505195,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),3/30/2015,4/2/2015,10467,Bronx,Bronx,NYCC15,11
505199,NYCC15,Youth Services,,3/30/2015,,10018,,New York,,
505228,NYCC15,Environment,Air Quality,3/31/2015,8/20/2015,10467,Bronx,Bronx,NYCC15,11
505201,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10467,,Bronx,,
505204,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10469,Bronx,Bronx,NYCC13,11
505205,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10463,Bronx,Bronx,NYCC14,8
505209,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10462,Bronx,Bronx,NYCC13,11
505221,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10460,Bronx,Bronx,NYCC15,6
505222,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10460,Bronx,Bronx,NYCC15,6
505224,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10460,Bronx,Bronx,NYCC15,6
505225,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10474,,Bronx,,
505226,NYCC15,Finance,Tax Preparation Assi,3/31/2015,3/31/2015,10460,Bronx,Bronx,NYCC17,3
505207,NYCC15,General Welfare,Child Custody Issue,3/31/2015,3/31/2015,10452,Bronx,Bronx,NYCC16,4
505212,NYCC15,General Welfare,Medicaid,3/31/2015,7/2/2015,10460,Bronx,Bronx,NYCC15,6
505208,NYCC15,General Welfare,Public Assistance,3/31/2015,8/10/2015,10460,Bronx,Bronx,NYCC15,11
505202,NYCC15,Housing and Buildings,Building Maintenance,3/31/2015,4/3/2015,10462,Bronx,Bronx,NYCC15,11
505203,NYCC15,Housing and Buildings,Building Maintenance,3/31/2015,4/14/2015,10467,Bronx,Bronx,NYCC15,11
505214,NYCC15,Housing and Buildings,Construction General,3/31/2015,6/29/2015,10458,Bronx,Bronx,NYCC15,7
505218,NYCC15,Housing and Buildings,Maintenance,3/31/2015,7/6/2015,10458,Bronx,Bronx,NYCC15,6
505219,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/31/2015,7/6/2015,10457,Bronx,Bronx,NYCC15,6
505227,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,3/31/2015,3/31/2015,10458,Bronx,Bronx,NYCC15,7
505211,NYCC15,Immigration,DACA - Deferred Action for Childhood Arrivals,3/31/2015,4/30/2015,10467,Bronx,Bronx,NYCC11,7
505213,NYCC15,Immigration,DACA - Deferred Action for Childhood Arrivals,3/31/2015,4/21/2015,10458,Bronx,Bronx,NYCC15,7
505216,NYCC15,Immigration,DACA - Deferred Action for Childhood Arrivals,3/31/2015,4/22/2015,10468,Bronx,Bronx,NYCC14,5
505206,NYCC15,Immigration,U.S. Citizenship,3/31/2015,4/22/2015,10460,Bronx,Bronx,NYCC15,6
505210,NYCC15,Immigration,U.S. Citizenship,3/31/2015,4/22/2015,10460,Bronx,Bronx,NYCC15,6
505215,NYCC15,Immigration,U.S. Citizenship,3/31/2015,3/31/2015,10458,Bronx,Bronx,NYCC11,7
505223,NYCC15,Parks,Off-Leash Hours (Dog),3/31/2015,4/2/2015,10457,Bronx,Bronx,NYCC15,6
505200,NYCC15,Transportation,Parking Signs,3/31/2015,4/20/2015,10467,Bronx,Bronx,NYCC15,11
505230,NYCC15,Finance,Tax Preparation Assi,4/1/2015,4/1/2015,,,,,
505231,NYCC15,Finance,Tax Preparation Assi,4/1/2015,4/1/2015,,,,,
505229,NYCC15,Immigration,U.S. Citizenship,4/1/2015,4/1/2015,10458,Bronx,Bronx,NYCC15,7
505232,NYCC15,Finance,Tax Preparation Assi,4/2/2015,4/2/2015,10463,Bronx,Bronx,NYCC14,8
505233,NYCC15,Finance,Tax Preparation Assi,4/2/2015,4/2/2015,10473,Bronx,Bronx,NYCC18,9
505234,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,,,,,
505235,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10460,Bronx,Bronx,NYCC15,6
505246,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10458,Bronx,Bronx,NYCC15,6
505248,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10458,Bronx,Bronx,NYCC15,7
505249,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10468,Bronx,Bronx,NYCC14,7
505250,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10460,Bronx,Bronx,NYCC17,3
505251,NYCC15,Finance,Tax Preparation Assi,4/3/2015,4/3/2015,10467,Bronx,Bronx,NYCC12,12
505244,NYCC15,General Welfare,Food Stamps,4/3/2015,6/29/2015,10457,Bronx,Bronx,NYCC15,6
505242,NYCC15,Housing and Buildings,Boiler,4/3/2015,4/3/2015,10458,Bronx,Bronx,NYCC15,7
505237,NYCC15,Housing and Buildings,Building Maintenance,4/3/2015,4/10/2015,,,,,
505247,NYCC15,Housing and Buildings,Eviction,4/3/2015,6/9/2015,10458,Bronx,Bronx,NYCC15,5
505252,NYCC15,Housing and Buildings,NYCHA Misc.,4/3/2015,4/3/2015,,,,,
505239,NYCC15,Housing and Buildings,Section 8,4/3/2015,4/3/2015,10460,Bronx,Bronx,NYCC15,6
505238,NYCC15,Housing and Buildings,,4/3/2015,,10463,Manhattan,Bronx,NYCC10,8
505243,NYCC15,Immigration,U.S. Citizenship,4/3/2015,5/26/2015,10468,Bronx,Bronx,NYCC14,7
505236,NYCC15,Legal Services,Immigration,4/3/2015,4/3/2015,10460,Bronx,Bronx,NYCC15,6
505240,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),4/3/2015,4/3/2015,10461,Bronx,Bronx,NYCC13,11
505245,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),4/3/2015,8/10/2015,10458,Bronx,Bronx,NYCC11,7
505253,NYCC15,Other,,4/3/2015,,10458,Bronx,Bronx,NYCC11,7
505241,NYCC15,Public Safety,Parade and Protest Permit,4/3/2015,7/10/2015,10458,Bronx,Bronx,NYCC15,5
505254,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505255,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505256,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505257,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505258,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505259,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505260,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505261,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505262,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,10456,Bronx,Bronx,NYCC16,3
505263,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505264,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505265,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505266,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505267,NYCC15,Finance,Tax Preparation Assi,4/4/2015,4/4/2015,,,,,
505278,NYCC15,Economy/Jobs,Seeking Employment,4/6/2015,4/6/2015,,,,,
505268,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,,,,,
505271,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10469,Bronx,Bronx,NYCC12,12
505272,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10456,Bronx,Bronx,NYCC16,4
505273,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10462,Bronx,Bronx,NYCC15,11
505274,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10458,Bronx,Bronx,NYCC11,7
505275,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10475,Bronx,Bronx,NYCC12,10
505276,NYCC15,Finance,Tax Preparation Assi,4/6/2015,4/6/2015,10467,Bronx,Bronx,NYCC15,11
505269,NYCC15,Housing and Buildings,NYCHA Transfers,4/6/2015,4/6/2015,,,,,
505270,NYCC15,Housing and Buildings,Rent Increases,4/6/2015,4/6/2015,10457,Bronx,Bronx,NYCC15,5
505277,NYCC15,Housing and Buildings,Seeking an affordable housing/apartment,4/6/2015,4/6/2015,10456,Bronx,Bronx,NYCC16,3
505300,NYCC15,Economy/Jobs,Seeking Employment,4/7/2015,4/7/2015,10468,Bronx,Bronx,NYCC14,7
505280,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10458,Bronx,Bronx,NYCC11,7
505281,NYCC15,Finance,Tax Preparation Assi,4/7/2015,1/4/2016,11375,,queens,,
505282,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10472,Bronx,Bronx,NYCC18,9
505284,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10468,Bronx,Bronx,NYCC14,5
505285,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10467,Bronx,Bronx,NYCC11,7
505286,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10552,,Mount Vernon,NYCC,
505287,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10453,,Bronx,NYCC,
505288,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10458,Bronx,Bronx,NYCC15,6
505289,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10453,Bronx,Bronx,NYCC14,5
505290,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10454,Manhattan,Bronx,NYCC08,1
505291,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10463,Manhattan,Bronx,NYCC10,8
505292,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10456,Bronx,Bronx,NYCC16,4
505293,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10456,Bronx,Bronx,NYCC16,4
505294,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10467,Bronx,Bronx,NYCC11,7
505297,NYCC15,Finance,Tax Preparation Assi,4/7/2015,4/7/2015,10460,Bronx,Bronx,NYCC15,6
505299,NYCC15,Finance,Tax Preparation Assi,4/7/2015,6/7/2015,10463,Bronx,Bronx,NYCC11,8
505279,NYCC15,Housing and Buildings,Maintenance,4/7/2015,4/21/2015,10467,Bronx,Bronx,NYCC15,11
505295,NYCC15,Immigration,U.S. Citizenship,4/7/2015,4/7/2015,10458,Bronx,Bronx,NYCC15,7
505296,NYCC15,Legal Services,Immigration,4/7/2015,4/7/2015,10462,Bronx,Bronx,NYCC15,11
505303,NYCC15,Other,,4/7/2015,,10467,Bronx,Bronx,NYCC12,12
505283,NYCC15,Transportation,Street Renaming,4/7/2015,4/7/2015,,,,,
505302,NYCC15,Transportation,Street Resurfacing,4/7/2015,4/8/2015,10467,Bronx,Bronx,NYCC15,11
505305,NYCC15,Health,,4/8/2015,,10468,Bronx,Bronx,NYCC14,7
505304,NYCC15,Youth Services,,4/8/2015,,10462,Bronx,Bronx,NYCC15,11
505306,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505307,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505308,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505309,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505310,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505311,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505312,NYCC15,Finance,Tax Preparation Assi,4/9/2015,4/9/2015,,,,,
505314,NYCC15,Finance,SCRIE,4/10/2015,6/7/2015,10462,Bronx,Bronx,NYCC13,11
505313,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10466,Bronx,Bronx,NYCC12,12
505315,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10457,Bronx,Bronx,NYCC16,4
505320,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10475,Bronx,Bronx,NYCC12,10
505321,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10469,Bronx,Bronx,NYCC13,11
505322,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10468,Bronx,Bronx,NYCC14,7
505327,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,10467,Bronx,Bronx,NYCC15,11
505328,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,,,,,
505329,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,,,,,
505330,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,,,,,
505331,NYCC15,Finance,Tax Preparation Assi,4/10/2015,4/10/2015,,,,,
505325,NYCC15,General Welfare,,4/10/2015,,10467,Bronx,Bronx,NYCC15,11
505323,NYCC15,Housing and Buildings,Inspections,4/10/2015,1/12/2016,10458,Bronx,Bronx,NYCC15,5
505319,NYCC15,Housing and Buildings,NYCHA Building Maintenance,4/10/2015,4/24/2015,,,,,
505316,NYCC15,Housing and Buildings,NYCHA New Application,4/10/2015,1/12/2016,10460,Bronx,Bronx,NYCC17,6
505332,NYCC15,Housing and Buildings,,4/10/2015,,10455,Bronx,Bronx,NYCC17,1
505318,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),4/10/2015,1/12/2016,10457,Bronx,Bronx,NYCC15,5
505324,NYCC15,Legal Services,Misc (Wills/Court Docs/etc.),4/10/2015,4/10/2015,10460,Bronx,Bronx,NYCC15,6
505326,NYCC15,Utilities,Con Edison,4/10/2015,4/10/2015,,,,,
505339,NYCC15,Economy/Jobs,Seeking Employment,4/11/2015,4/27/2015,,,,,
505342,NYCC15,Education,,4/11/2015,,10027,,New York,,
